PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-13 18:17:10.086,119.0,-1801.269,2837.597,-0.2,271.0,247530.39,-1.0,192000.0,0.0,51.1606,20.8086,1.4928,36.9582,20.3708,233.5365,20.8014,22.8327,1525.8792,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:11.321,,,,,,247529.9,-1.0,192000.0,0.0,51.1578,20.8114,1.4967,36.9535,20.3728,232.9021,20.8036,22.8565,1525.8815,63.0,0.1331,67.0,1.4544,89.0,0.000119418,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:12.321,,,,,,247529.9,-1.0,192000.0,0.0,51.1589,20.8114,1.5038,36.9543,20.3747,234.1787,20.8058,22.8072,1525.8825,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:13.322,,,,,,,247529.9,192000.0,0.0,51.159,20.8109,1.502,36.9549,20.3747,232.3768,20.8059,22.8758,1525.8818,54.0,0.0242,68.0,1.5453,89.0,0.000119418,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:14.321,,,,,,247529.9,247529.9,192000.0,0.0,51.1585,20.8108,1.4866,36.9545,20.3747,234.2457,20.8049,22.8049,1525.8808,58.0,0.0726,70.0,1.7271,92.0,0.000128604,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:15.320,,,,,,247529.9,247529.9,192000.0,0.0,51.1596,20.8106,1.4992,36.9556,20.3766,234.3973,20.806,22.7988,1525.8817,55.0,0.0363,68.0,1.5453,89.0,0.000119418,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:16.323,,,,,,247529.9,-1.0,192000.0,0.0,51.1583,20.8099,1.4729,36.9552,20.3805,232.8411,20.8087,22.8572,1525.879,56.0,0.0484,70.0,1.7271,85.0,0.00010717,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:17.322,,,,,,247529.9,-1.0,192000.0,0.0,51.1568,20.81,1.4631,36.9538,20.3786,233.8414,20.8098,22.8188,1525.8775,59.0,0.0847,69.0,1.6362,91.0,0.000125542,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:18.320,,,,,,247529.9,-1.0,192000.0,0.0,51.157,20.8087,1.4466,36.9552,20.3805,234.1603,20.8107,22.8063,1525.8753,58.0,0.0726,70.0,1.7271,89.0,0.000119418,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
2025-02-13 18:17:19.322,,,,,,247529.9,-1.0,192000.0,0.0,51.1572,20.809,1.4379,36.9551,20.3844,233.6995,20.8117,22.8236,1525.8759,57.0,0.0605,70.0,1.7271,89.0,0.000119418,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.22,22
