PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-26 13:22:57.667,119.0,-1802.508,2838.386,0.0,220.0,248600.95,248600.97,192000,,50.3259,20.0877,1.4234,36.9047,19.4889,242.4032,20.0973,22.7045,1523.8591,53.0,0.0121,75.0,2.1816,121.0,0.000217402,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:22:58.669,,,,,,248598.82,248598.82,192000,0.0,50.3207,20.0835,1.4389,36.904,19.4909,241.4505,20.0964,22.7397,1523.847,55.0,0.0363,73.0,1.9998,113.0,0.000192906,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:22:59.670,,,,,,248598.83,248598.83,192000,,50.3188,20.0829,1.4423,36.903,19.4948,243.1181,20.0953,22.679,1523.8443,56.0,0.0484,71.0,1.818,115.0,0.00019903,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:00.670,,,,,,248598.83,-1.0,192000,,50.3217,20.0828,1.4371,36.9055,19.4928,243.3415,20.0952,22.6707,1523.8467,53.0,0.0121,71.0,1.818,116.0,0.000202092,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:01.672,,,,,,248598.83,-1.0,192000,,50.32,20.0841,1.4831,36.903,19.4948,242.8723,20.0981,22.6871,1523.8483,57.0,0.0605,76.0,2.2725,111.0,0.000186782,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:02.670,,,,,,248598.83,-1.0,192000,,50.3255,20.0836,1.471,36.9079,19.4928,240.9472,20.0953,22.7584,1523.8522,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:03.670,,,,,,248598.83,-1.0,192000,,50.3259,20.0862,1.5259,36.9059,19.4968,243.4303,20.0949,22.6676,1523.858,56.0,0.0484,72.0,1.9089,115.0,0.00019903,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:04.670,,,,,,248598.83,-1.0,192000,,50.3238,20.0865,1.5495,36.904,19.4968,242.601,20.09,22.6995,1523.8571,53.0,0.0121,66.0,1.3635,115.0,0.00019903,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:05.670,,,,,,248598.83,-1.0,192000,,50.3218,20.0876,1.5915,36.9013,19.4987,243.8339,20.0877,22.6553,1523.8578,52.0,0.0,66.0,1.3635,116.0,0.000202092,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:06.670,,,,,,248598.83,-1.0,192000,,50.3223,20.0865,1.6193,36.9027,19.5007,242.1586,20.0872,22.7167,1523.8568,55.0,0.0363,63.0,1.0908,119.0,0.000211278,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:07.670,,,,,,248598.83,-1.0,192000,,50.3205,20.0855,1.6297,36.902,19.5007,241.9081,20.0896,22.7251,1523.8534,55.0,0.0363,71.0,1.818,116.0,0.000202092,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:08.670,,,,,,248598.84,-1.0,192000,,50.318,20.0811,1.6538,36.9039,19.5026,243.6534,20.0939,22.6598,1523.8439,50.0,-0.0242,68.0,1.5453,110.0,0.00018372,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:09.670,,,,,,248598.84,-1.0,192000,,50.3214,20.0859,1.648,36.9025,19.5065,244.8965,20.0933,22.615,1523.8554,54.0,0.0242,71.0,1.818,117.0,0.000205154,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:10.671,,,,,,248598.84,-1.0,192000,,50.3196,20.0898,1.6459,36.8975,19.5065,242.0562,20.0912,22.7195,1523.8605,52.0,0.0,67.0,1.4544,116.0,0.000202092,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:11.670,,,,,,248598.84,-1.0,192000,,50.3267,20.0893,1.6277,36.9039,19.5046,242.6147,20.0932,22.6981,1523.866,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:12.670,,,,,,248598.84,-1.0,192000,,50.3282,20.0906,1.604,36.904,19.5104,242.4445,20.0947,22.7039,1523.8692,53.0,0.0121,71.0,1.818,115.0,0.00019903,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
2025-02-26 13:23:13.670,,,,,,248598.84,-1.0,192000,,50.3267,20.0898,1.5741,36.9035,19.5085,243.161,20.1001,22.6761,1523.866,52.0,0.0,65.0,1.2726,115.0,0.00019903,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.126,126
