TIMESTAMP;BALLAST;ANGULAR;LINEAR;
17/02/2025 06:03:18.816;0;1;0;
17/02/2025 06:03:20.114;0;0;0;
17/02/2025 06:03:38.674;0;1;0;
17/02/2025 06:03:40.244;0;0;0;
17/02/2025 06:03:58.685;0;1;0;
17/02/2025 06:04:00.164;0;0;0;
17/02/2025 06:04:38.705;0;1;0;
17/02/2025 06:04:40.4;0;0;0;
17/02/2025 06:04:58.715;0;1;0;
17/02/2025 06:05:00.165;0;0;0;
17/02/2025 06:05:18.726;0;1;0;
17/02/2025 06:05:19.965;0;0;0;
17/02/2025 06:05:38.736;0;1;0;
17/02/2025 06:05:40.35;0;0;0;
17/02/2025 06:05:58.746;0;1;0;
17/02/2025 06:06:00.155;0;0;0;
