PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-27 13:23:00.936,,,,,,248691.86,248691.86,192000,,50.3808,20.1508,1.5215,36.8946,19.399,243.2145,20.1028,22.6746,1524.0224,56.0,0.0484,70.0,1.7271,119.0,0.000211278,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:01.937,,,,,,248691.86,248691.86,192000,,50.3784,20.1473,1.551,36.8956,19.4049,243.7599,20.1022,22.6548,1524.0144,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:02.937,,,,,,248691.86,248691.86,192000,,50.3751,20.1462,1.5411,36.8939,19.4049,243.4025,20.1056,22.6669,1524.0094,53.0,0.0121,70.0,1.7271,124.0,0.000226588,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:03.937,,,,,,248691.86,248691.86,192000,,50.3725,20.1457,1.574,36.8922,19.4088,243.4016,20.1066,22.6667,1524.0066,53.0,0.0121,71.0,1.818,120.0,0.00021434,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:04.937,,,,,,248691.86,248691.86,192000,,50.3721,20.1407,1.5496,36.8963,19.4127,243.363,20.1137,22.6657,1523.9971,54.0,0.0242,65.0,1.2726,139.0,0.000272518,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:05.937,,,,,,248691.86,248691.86,192000,,50.3687,20.1395,1.5564,36.8945,19.4127,243.1525,20.1141,22.6734,1523.9919,52.0,0.0,70.0,1.7271,125.0,0.00022965,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:06.936,,,,,,248691.86,248691.86,192000,,50.367,20.1399,1.5329,36.8928,19.4146,242.7199,20.1108,22.6903,1523.9907,54.0,0.0242,68.0,1.5453,118.0,0.000208216,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:07.936,,,,,,248691.86,248691.86,192000,,50.3685,20.1386,1.5128,36.8951,19.4146,242.8746,20.1084,22.6852,1523.9894,50.0,-0.0242,70.0,1.7271,119.0,0.000211278,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:08.935,,,,,,248691.86,248691.86,192000,,50.3686,20.1381,1.4873,36.8956,19.4224,243.9569,20.1091,22.6454,1523.9882,53.0,0.0121,66.0,1.3635,123.0,0.000223526,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
2025-02-27 13:23:09.935,,,,,,248691.86,248691.86,192000,0.0,50.3805,20.1399,1.4289,36.9039,19.4205,243.7411,20.114,22.6514,1524.0014,71.0,0.2299,72.0,1.9089,150.0,0.0003062,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.132,132
