PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-12 22:50:12.221,119.0,-1756.658,2834.888,-0.0,258.0,102618.45,102618.55,192000.0,0.0,51.2814,20.8727,1.567,37.0006,20.2278,230.3862,20.8736,22.9307,1526.0999,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:13.223,,,,,,102617.47,102617.47,192000.0,0.0,51.2815,20.8718,1.5888,37.0014,20.2297,232.1163,20.8742,22.8639,1526.0988,55.0,0.0363,70.0,1.7271,93.0,0.000131666,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:14.224,,,,,,102617.47,102617.47,192000.0,0.0,51.283,20.8703,1.583,37.0039,20.2317,231.2439,20.8714,22.8981,1526.0974,56.0,0.0484,69.0,1.6362,95.0,0.00013779,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:15.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2819,20.8665,1.543,37.0064,20.2297,231.7526,20.8725,22.8781,1526.0893,55.0,0.0363,70.0,1.7271,93.0,0.000131666,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:16.224,,,,,,102617.47,102617.47,192000.0,0.0,51.2806,20.8655,1.5478,37.0062,20.2336,231.0453,20.873,22.9051,1526.0865,55.0,0.0363,69.0,1.6362,90.0,0.00012248,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:17.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2798,20.8677,1.516,37.0037,20.2355,231.649,20.8711,22.8826,1526.0891,56.0,0.0484,70.0,1.7271,96.0,0.000140852,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:18.223,,,,,,,102617.47,192000.0,0.0,51.2795,20.8655,1.5266,37.0053,20.2355,231.244,20.8721,22.8978,1526.0851,60.0,0.0968,68.0,1.5453,97.0,0.000143914,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:19.223,,,,,,102617.47,102617.47,192000.0,0.0,51.2775,20.8683,1.4917,37.0013,20.2374,231.8707,20.8687,22.8749,1526.0876,55.0,0.0363,70.0,1.7271,92.0,0.000128604,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:20.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2799,20.8694,1.4792,37.0022,20.2413,231.3098,20.8652,22.8975,1526.0914,55.0,0.0363,68.0,1.5453,92.0,0.000128604,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:21.223,,,,,,102617.47,102617.47,192000.0,0.0,51.2766,20.8713,1.4377,36.9979,20.2413,229.1694,20.8662,22.9802,1526.091,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:22.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2772,20.8708,1.422,36.9988,20.2433,230.8213,20.8645,22.9167,1526.0904,56.0,0.0484,69.0,1.6362,95.0,0.00013779,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:23.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2826,20.8716,1.4277,37.0026,20.2433,231.0456,20.8631,22.9083,1526.0969,55.0,0.0363,69.0,1.6362,96.0,0.000140852,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:24.224,,,,,,102617.47,102617.47,192000.0,0.0,51.2822,20.8687,1.4308,37.0048,20.2471,231.0431,20.864,22.9079,1526.0916,55.0,0.0363,68.0,1.5453,96.0,0.000140852,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:25.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2846,20.8692,1.4431,37.0062,20.2491,231.0219,20.8626,22.9091,1526.0947,55.0,0.0363,70.0,1.7271,93.0,0.000131666,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:26.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2838,20.8677,1.4681,37.0068,20.251,232.8365,20.8636,22.8392,1526.0917,57.0,0.0605,68.0,1.5453,100.0,0.0001531,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:27.223,,,,,,102617.47,102617.47,192000.0,0.0,51.2814,20.8693,1.4844,37.0035,20.251,229.0347,20.8645,22.9856,1526.0926,55.0,0.0363,71.0,1.818,95.0,0.00013779,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:28.223,,,,,,102617.47,-1.0,192000.0,0.0,51.2799,20.8695,1.5071,37.0021,20.2549,230.3722,20.8673,22.933,1526.092,54.0,0.0242,69.0,1.6362,93.0,0.000131666,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:29.223,,,,,,102617.47,102617.47,192000.0,0.0,51.2801,20.8667,1.5174,37.0048,20.251,230.0729,20.8689,22.9439,1526.0877,56.0,0.0484,68.0,1.5453,99.0,0.000150038,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:30.223,,,,,,102617.47,102617.47,192000.0,0.0,51.2755,20.8653,1.5188,37.0022,20.2568,230.6509,20.8699,22.9214,1526.081,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:31.223,,,,,,102617.48,-1.0,192000.0,0.0,51.2739,20.8663,1.5276,37.0,20.2607,231.4175,20.8715,22.8915,1526.0814,56.0,0.0484,68.0,1.5453,93.0,0.000131666,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:32.223,,,,,,102617.48,102617.48,192000.0,0.0,51.2729,20.8665,1.546,36.9991,20.2529,231.5461,20.8689,22.8875,1526.0812,56.0,0.0484,71.0,1.818,93.0,0.000131666,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:33.223,,,,,,102617.48,-1.0,192000.0,0.0,51.2719,20.8662,1.5428,36.9985,20.2626,231.3414,20.8671,22.8958,1526.0797,56.0,0.0484,70.0,1.7271,95.0,0.00013779,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
2025-02-12 22:50:34.223,,,,,,102617.48,-1.0,192000.0,0.0,51.2706,20.8661,1.5471,36.9975,20.2626,231.5642,20.8696,22.8866,1526.0784,55.0,0.0363,69.0,1.6362,92.0,0.000128604,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.11,11
