PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-19 22:51:07.335,119.0,-1801.202,2837.401,0.4,211.0,247986.51,-1.0,192000,,50.7805,20.432,1.5339,36.9766,20.0535,238.0727,20.4373,22.7639,1524.8818,62.0,0.121,70.0,1.7271,101.0,0.000156162,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:08.340,,,,,,247984.41,-1.0,192000,,50.7829,20.4332,1.6381,36.9774,20.0535,238.5898,20.438,22.7444,1524.8876,63.0,0.1331,69.0,1.6362,103.0,0.000162286,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:09.340,,,,,,247984.41,-1.0,192000,,50.783,20.4346,1.6155,36.9763,20.0535,239.0259,20.4382,22.7282,1524.8898,64.0,0.1452,70.0,1.7271,103.0,0.000162286,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:10.340,,,,,,247984.41,-1.0,192000,,50.7803,20.4332,1.6385,36.9754,20.0554,238.8618,20.4375,22.7345,1524.8854,64.0,0.1452,70.0,1.7271,100.0,0.0001531,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:11.339,,,,,,247984.41,-1.0,192000,,50.7809,20.432,1.69,36.9769,20.0535,238.3623,20.4378,22.7529,1524.8847,63.0,0.1331,68.0,1.5453,103.0,0.000162286,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:12.339,,,,,,,247984.41,192000,,50.7812,20.434,1.6727,36.9754,20.0573,238.187,20.4393,22.7592,1524.8882,,,,,,,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:13.340,,,,,,247984.41,247984.41,192000,,50.7796,20.4337,1.675,36.9743,20.0612,238.7487,20.4399,22.7381,1524.8862,62.0,0.121,69.0,1.6362,100.0,0.0001531,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:14.340,,,,,,247984.41,247984.41,192000,,50.7803,20.432,1.6568,36.9764,20.0612,238.7851,20.4401,22.7366,1524.8836,63.0,0.1331,70.0,1.7271,102.0,0.000159224,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:15.338,,,,,,247984.41,-1.0,192000,,50.7793,20.4335,1.6254,36.9743,20.0593,238.0957,20.4401,22.7623,1524.8848,63.0,0.1331,68.0,1.5453,101.0,0.000156162,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:16.338,,,,,,247984.41,-1.0,192000,0.0,50.7817,20.4339,1.5692,36.9759,20.0593,238.5078,20.4381,22.7475,1524.8867,62.0,0.121,70.0,1.7271,100.0,0.0001531,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:17.340,,,,,,247984.41,-1.0,192000,,50.7794,20.4337,1.5501,36.9742,20.0612,238.2817,20.4371,22.7563,1524.884,64.0,0.1452,69.0,1.6362,101.0,0.000156162,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
2025-02-19 22:51:18.341,,,,,,247984.41,-1.0,192000,,50.7797,20.4343,1.517,36.9739,20.0651,238.6564,20.4379,22.7421,1524.8847,64.0,0.1452,69.0,1.6362,102.0,0.000159224,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.84,84
