PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-18 15:25:22.129,119.0,-1759.259,2836.124,0.1,332.0,247864.88,247864.91,192000,,50.9059,20.5155,1.1138,37.0063,20.1232,237.8551,20.5219,22.7463,1525.1346,50.0,-0.0242,71.0,1.818,137.0,0.000266394,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:23.349,,,,,,247862.25,247862.25,192000,,50.9038,20.5155,1.1002,37.0046,20.1213,238.2895,20.5231,22.7298,1525.1325,59.0,0.0847,65.0,1.2726,105.0,0.00016841,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:24.349,,,,,,247862.25,247862.25,192000,,50.904,20.5149,1.1842,37.0053,20.1213,237.5075,20.5209,22.7596,1525.1331,48.0,-0.0484,67.0,1.4544,106.0,0.000171472,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:25.348,,,,,,247862.25,247862.25,192000,,50.9111,20.516,1.2031,37.0102,20.1252,237.9774,20.521,22.7418,1525.1418,73.0,0.2541,71.0,1.818,203.0,0.000468486,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:26.349,,,,,,247862.25,247862.25,192000,,50.9071,20.5162,1.2851,37.0067,20.1252,237.33,20.5207,22.7663,1525.1398,50.0,-0.0242,65.0,1.2726,98.0,0.000146976,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:27.349,,,,,,247862.25,247862.25,192000,,50.9094,20.517,1.3162,37.0079,20.1252,237.063,20.5219,22.7759,1525.1439,44.0,-0.0968,65.0,1.2726,204.0,0.000471548,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:28.348,,,,,,247862.25,247862.25,192000,,50.9121,20.5175,1.3469,37.0096,20.1271,237.5147,20.5224,22.7587,1525.1476,,,,,,,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:29.349,,,,,,247862.25,247862.25,192000,,50.9049,20.5162,1.3768,37.0048,20.1271,236.9428,20.5209,22.7809,1525.1392,72.0,0.242,71.0,1.818,50.0,0.0,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:30.349,,,,,,247862.25,247862.25,192000,,50.9091,20.514,1.4228,37.0101,20.129,238.6636,20.5183,22.717,1525.14,38.0,-0.1694,75.0,2.1816,102.0,0.000159224,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:31.346,,,,,,247862.26,247862.26,192000,,50.9143,20.5199,1.3735,37.0093,20.131,237.7734,20.5215,22.7494,1525.1542,49.0,-0.0363,68.0,1.5453,128.0,0.000238836,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:32.346,,,,,,247862.26,247862.26,192000,,50.9103,20.5199,1.4324,37.006,20.131,237.5725,20.5212,22.7572,1525.1515,38.0,-0.1694,71.0,1.818,105.0,0.00016841,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:33.346,,,,,,247862.26,247862.26,192000,0.0,50.9126,20.5186,1.4145,37.009,20.1349,237.3308,20.5202,22.7663,1525.1511,53.0,0.0121,72.0,1.9089,106.0,0.000171472,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:34.348,,,,,,247862.26,247862.26,192000,,50.9071,20.5186,1.4887,37.0045,20.1329,237.8338,20.521,22.7476,1525.1473,58.0,0.0726,74.0,2.0907,98.0,0.000146976,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:35.349,,,,,,247862.26,247862.26,192000,,50.9111,20.5174,1.383,37.0089,20.1349,236.0418,20.5237,22.8137,1525.1472,50.0,-0.0242,67.0,1.4544,115.0,0.00019903,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:36.348,,,,,,247862.27,-1.0,192000,,50.9079,20.5199,1.323,37.0041,20.1368,237.4206,20.5227,22.7625,1525.1476,29.0,-0.2783,75.0,2.1816,162.0,0.000342944,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:37.347,,,,,,247862.27,-1.0,192000,,50.9053,20.5184,1.3048,37.0033,20.1349,237.1904,20.5224,22.7712,1525.1423,,,,,,,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:38.347,,,,,,,247862.27,192000,,50.9059,20.5171,1.3413,37.0049,20.1387,236.3193,20.5218,22.804,1525.1412,62.0,0.121,68.0,1.5453,99.0,0.000150038,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:39.347,,,,,,247862.27,247862.27,192000,,50.9041,20.5162,1.3709,37.0042,20.1387,236.7853,20.5235,22.786,1525.1385,38.0,-0.1694,70.0,1.7271,115.0,0.00019903,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:40.349,,,,,,247862.27,247862.27,192000,,50.9039,20.5159,1.3766,37.0043,20.1368,236.7458,20.523,22.7876,1525.1379,61.0,0.1089,71.0,1.818,122.0,0.000220464,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
2025-02-18 15:25:41.349,,,,,,247862.27,247862.27,192000,,50.9041,20.5155,1.4473,37.0048,20.1407,238.0263,20.5223,22.7399,1525.1385,52.0,0.0,66.0,1.3635,112.0,0.000189844,0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.72,72
