PLD_REALTIMECLOCK,NAV_RESOURCE,NAV_LONGITUDE,NAV_LATITUDE,NAV_DEPTH,NAV_HEADING,SD_CARD_USAGE,SSD_USAGE,ACQUISITION_FREQ,RECORDING,LEGATO_CONDUCTIVITY,LEGATO_TEMPERATURE,LEGATO_PRESSURE,LEGATO_SALINITY,LEGATO_CONDTEMP,LEGATO_CODA_DO,LEGATO_CODA_TEMPERATURE,LEGATO_CODA_CORR_PHASE,LEGATO_SOUND_VELOCITY,FLBBCD_CHL_COUNT,FLBBCD_CHL_SCALED,FLBBCD_CDOM_COUNT,FLBBCD_CDOM_SCALED,FLBBCD_BB_700_COUNT,FLBBCD_BB_700_SCALED,User_Field1,User_Field2,User_Field3,User_Field4,User_Field5,User_Field6,User_Field7,User_Field8,User_Field9,User_Field10,BS_HEADING,BS_ZB,BS_ZT,BS_PU,BS_PD,BS_BU,BS_BD,BS_SR,BS_ALTIMETER.ENABLE,BS_ALTIMETER.VALUE,BS_CURRENT.CORRECTION.ENABLE,source_file,file_number
2025-02-19 13:05:00.876,119.0,-1801.394,2837.679,0.3,280.0,247949.15,-1.0,192000,,50.5798,20.2756,1.7827,36.9488,19.9758,238.0137,20.2775,22.8132,1524.4287,51.0,-0.0121,68.0,1.5453,98.0,0.000146976,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:01.102,,,,,,,247946.41,192000,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:02.103,,,,,,247946.41,-1.0,192000,,50.5799,20.2773,1.8342,36.9474,19.972,238.1899,20.2824,22.8053,1524.4327,59.0,0.0847,66.0,1.3635,104.0,0.000165348,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:03.100,,,,,,247946.42,-1.0,192000,,50.5813,20.2749,1.8191,36.9506,19.9739,238.1541,20.28,22.8071,1524.4295,51.0,-0.0121,69.0,1.6362,110.0,0.00018372,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:04.101,,,,,,247946.42,-1.0,192000,0.0,50.5769,20.2717,1.7373,36.9498,19.972,237.1596,20.2819,22.8438,1524.4185,53.0,0.0121,73.0,1.9998,94.0,0.000134728,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:05.103,,,,,,247946.42,-1.0,192000,,50.578,20.2741,1.7354,36.9487,19.9758,238.213,20.2842,22.8038,1524.4238,49.0,-0.0363,70.0,1.7271,102.0,0.000159224,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:06.103,,,,,,247946.42,-1.0,192000,,50.5779,20.2711,1.6766,36.9512,19.9778,238.6429,20.2826,22.788,1524.4174,52.0,0.0,68.0,1.5453,106.0,0.000171472,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:07.102,,,,,,247946.42,-1.0,192000,,50.5751,20.2738,1.6164,36.9467,19.9797,238.0821,20.2814,22.8095,1524.4187,52.0,0.0,63.0,1.0908,104.0,0.000165348,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:08.103,,,,,,247946.42,-1.0,192000,,50.5769,20.2735,1.5461,36.9483,19.9778,237.5876,20.2809,22.8281,1524.4185,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:09.103,,,,,,247946.42,-1.0,192000,,50.5777,20.2733,1.4706,36.9492,19.9817,238.5389,20.2827,22.7919,1524.4177,48.0,-0.0484,69.0,1.6362,97.0,0.000143914,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:10.103,,,,,,247946.42,-1.0,192000,,50.5783,20.2748,1.44,36.9484,19.9797,238.3075,20.2812,22.8011,1524.4204,50.0,-0.0242,67.0,1.4544,99.0,0.000150038,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:11.103,,,,,,247946.42,-1.0,192000,,50.5828,20.2742,1.3734,36.9526,19.9817,237.5352,20.2792,22.8303,1524.4224,55.0,0.0363,71.0,1.818,99.0,0.000150038,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:12.102,,,,,,247946.42,-1.0,192000,,50.5807,20.274,1.3558,36.9511,19.9778,238.5029,20.2776,22.7947,1524.4198,58.0,0.0726,67.0,1.4544,98.0,0.000146976,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:13.102,,,,,,247946.42,-1.0,192000,,50.5779,20.2728,1.3608,36.9499,19.9797,238.8339,20.2784,22.7822,1524.4153,82.0,0.363,71.0,1.818,122.0,0.000220464,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:14.103,,,,,,247946.42,-1.0,192000,,50.5762,20.2715,1.3648,36.9496,19.9836,238.9917,20.2793,22.776,1524.4115,53.0,0.0121,66.0,1.3635,192.0,0.000434804,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:15.103,,,,,,247946.42,-1.0,192000,,50.5831,20.2707,1.3437,36.956,19.9836,240.1972,20.278,22.7313,1524.4161,54.0,0.0242,70.0,1.7271,102.0,0.000159224,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
2025-02-19 13:05:16.103,,,,,,247946.42,-1.0,192000,,50.5811,20.2703,1.3546,36.9547,19.9875,238.3069,20.2782,22.8016,1524.4137,51.0,-0.0121,74.0,2.0907,101.0,0.000156162,0.0,,,,,,,,,,,,,,,,,,,,,sea074.67.pld1.raw.80,80
